zip,service_type,subregion
47366,electricity,RFCW
47367,electricity,RFCW
47368,electricity,RFCW
47369,electricity,RFCW
47370,electricity,RFCW
47371,electricity,RFCW
47373,electricity,RFCW
47374,electricity,RFCW
47375,electricity,RFCW
47380,electricity,RFCW
47381,electricity,RFCW
47382,electricity,RFCW
47383,electricity,RFCW
47384,electricity,RFCW
47385,electricity,RFCW
47386,electricity,RFCW
47387,electricity,RFCW
47388,electricity,RFCW
47390,electricity,RFCW
47392,electricity,RFCW
47393,electricity,RFCW
47394,electricity,RFCW
47396,electricity,RFCW
47401,electricity,RFCW
47402,electricity,RFCW
47403,electricity,RFCW
47404,electricity,RFCW
47405,electricity,RFCW
47406,electricity,RFCW
47407,electricity,RFCW
47408,electricity,RFCW
47420,electricity,RFCW
47421,electricity,RFCW
47424,electricity,RFCW
47426,electricity,RFCW
47427,electricity,RFCW
47429,electricity,RFCW
47431,electricity,RFCW
47432,electricity,RFCW
47433,electricity,RFCW
47434,electricity,RFCW
47435,electricity,RFCW
47436,electricity,RFCW
47437,electricity,RFCW
47438,electricity,RFCW
47439,electricity,RFCW
47441,electricity,RFCW
47443,electricity,RFCW
47445,electricity,RFCW
47446,electricity,RFCW
47448,electricity,RFCW
47449,electricity,RFCW
47451,electricity,RFCW
47452,electricity,RFCW
47453,electricity,RFCW
47454,electricity,RFCW
47455,electricity,RFCW
47456,electricity,RFCW
47457,electricity,RFCW
47458,electricity,RFCW
47459,electricity,RFCW
47460,electricity,RFCW
47462,electricity,RFCW
47463,electricity,RFCW
47464,electricity,RFCW
47465,electricity,RFCW
47467,electricity,RFCW
47468,electricity,RFCW
47469,electricity,RFCW
47470,electricity,RFCW
47471,electricity,RFCW
47501,electricity,RFCW
47512,electricity,RFCW
47513,electricity,RFCW
47514,electricity,RFCW
47515,electricity,RFCW
47516,electricity,RFCW
47519,electricity,RFCW
47520,electricity,RFCW
47521,electricity,RFCW
47522,electricity,RFCW
47523,electricity,RFCW
47524,electricity,RFCW
47525,electricity,RFCW
47527,electricity,RFCW
47528,electricity,RFCW
47529,electricity,RFCW
47531,electricity,RFCW
47532,electricity,RFCW
47535,electricity,RFCW
47536,electricity,RFCW
47537,electricity,RFCW
47541,electricity,RFCW
47542,electricity,RFCW
47545,electricity,RFCW
47546,electricity,RFCW
47547,electricity,RFCW
47549,electricity,RFCW
47550,electricity,RFCW
47551,electricity,RFCW
47552,electricity,RFCW
47553,electricity,RFCW
47556,electricity,RFCW
47557,electricity,RFCW
47558,electricity,RFCW
47561,electricity,RFCW
47562,electricity,RFCW
47564,electricity,RFCW
47567,electricity,RFCW
47568,electricity,RFCW
47573,electricity,RFCW
47574,electricity,RFCW
47575,electricity,RFCW
47576,electricity,RFCW
47577,electricity,RFCW
47578,electricity,RFCW
47579,electricity,RFCW
47580,electricity,RFCW
47581,electricity,RFCW
47584,electricity,RFCW
47585,electricity,RFCW
47586,electricity,RFCW
47588,electricity,RFCW
47590,electricity,RFCW
47591,electricity,RFCW
47596,electricity,RFCW
47597,electricity,RFCW
47598,electricity,RFCW
47601,electricity,RFCW
47610,electricity,RFCW
47611,electricity,RFCW
47612,electricity,RFCW
47613,electricity,RFCW
47614,electricity,RFCW
47615,electricity,RFCW
47616,electricity,RFCW
47617,electricity,RFCW
47618,electricity,RFCW
47619,electricity,RFCW
47620,electricity,RFCW
47629,electricity,RFCW
47630,electricity,RFCW
47631,electricity,RFCW
47633,electricity,RFCW
47634,electricity,RFCW
47635,electricity,RFCW
47637,electricity,RFCW
47638,electricity,RFCW
47639,electricity,RFCW
47640,electricity,RFCW
47647,electricity,RFCW
47648,electricity,RFCW
47649,electricity,RFCW
47654,electricity,RFCW
47660,electricity,RFCW
47665,electricity,RFCW
47666,electricity,RFCW
47670,electricity,RFCW
47683,electricity,RFCW
47701,electricity,RFCW
47702,electricity,RFCW
47703,electricity,RFCW
47704,electricity,RFCW
47705,electricity,RFCW
47706,electricity,RFCW
47708,electricity,RFCW
47710,electricity,RFCW
47711,electricity,RFCW
47712,electricity,RFCW
47713,electricity,RFCW
47714,electricity,RFCW
47715,electricity,RFCW
47716,electricity,RFCW
47719,electricity,RFCW
47720,electricity,RFCW
47721,electricity,RFCW
47722,electricity,RFCW
47724,electricity,RFCW
47725,electricity,RFCW
47727,electricity,RFCW
47728,electricity,RFCW
47730,electricity,RFCW
47731,electricity,RFCW
47732,electricity,RFCW
47733,electricity,RFCW
47734,electricity,RFCW
47735,electricity,RFCW
47736,electricity,RFCW
47737,electricity,RFCW
47740,electricity,RFCW
47744,electricity,RFCW
47747,electricity,RFCW
47750,electricity,RFCW
47801,electricity,RFCW
47802,electricity,RFCW
47803,electricity,RFCW
47804,electricity,RFCW
47805,electricity,RFCW
47807,electricity,RFCW
47808,electricity,RFCW
47809,electricity,RFCW
47811,electricity,RFCW
47812,electricity,RFCW
47830,electricity,RFCW
47831,electricity,RFCW
47832,electricity,RFCW
47833,electricity,RFCW
47834,electricity,RFCW
47836,electricity,RFCW
47837,electricity,RFCW
47838,electricity,RFCW
47840,electricity,RFCW
47841,electricity,RFCW
47842,electricity,RFCW
47845,electricity,RFCW
47846,electricity,RFCW
47847,electricity,RFCW
47848,electricity,RFCW
47849,electricity,RFCW
47850,electricity,RFCW
47851,electricity,RFCW
47852,electricity,RFCW
47853,electricity,RFCW
47854,electricity,RFCW
47855,electricity,RFCW
47857,electricity,RFCW
47858,electricity,RFCW
47859,electricity,RFCW
47860,electricity,RFCW
47861,electricity,RFCW
47862,electricity,RFCW
47863,electricity,RFCW
47865,electricity,RFCW
47866,electricity,RFCW
47868,electricity,RFCW
47869,electricity,RFCW
47870,electricity,RFCW
47871,electricity,RFCW
47872,electricity,RFCW
47874,electricity,RFCW
47875,electricity,RFCW
47876,electricity,RFCW
47878,electricity,RFCW
47879,electricity,RFCW
47880,electricity,RFCW
47881,electricity,RFCW
47882,electricity,RFCW
47884,electricity,RFCW
47885,electricity,RFCW
47901,electricity,RFCW
47902,electricity,RFCW
47903,electricity,RFCW
47904,electricity,RFCW
47905,electricity,RFCW
47906,electricity,RFCW
47907,electricity,RFCW
47909,electricity,RFCW
47916,electricity,RFCW
47917,electricity,RFCW
47918,electricity,RFCW
47920,electricity,RFCW
47921,electricity,RFCW
47922,electricity,RFCW
47923,electricity,RFCW
47924,electricity,RFCW
47925,electricity,RFCW
47926,electricity,RFCW
47928,electricity,RFCW
47929,electricity,RFCW
47930,electricity,RFCW
47932,electricity,RFCW
47933,electricity,RFCW
47934,electricity,RFCW
47935,electricity,RFCW
47936,electricity,RFCW
47937,electricity,RFCW
47938,electricity,RFCW
47939,electricity,RFCW
47940,electricity,RFCW
47941,electricity,RFCW
47942,electricity,RFCW
47943,electricity,RFCW
47944,electricity,RFCW
47946,electricity,RFCW
47948,electricity,RFCW
47949,electricity,RFCW
47950,electricity,RFCW
47951,electricity,RFCW
47952,electricity,RFCW
47954,electricity,RFCW
47955,electricity,RFCW
47957,electricity,RFCW
47958,electricity,RFCW
47959,electricity,RFCW
47960,electricity,RFCW
47962,electricity,RFCW
47963,electricity,RFCW
47964,electricity,RFCW
47965,electricity,RFCW
47966,electricity,RFCW
47967,electricity,RFCW
47968,electricity,RFCW
47969,electricity,RFCW
47970,electricity,RFCW
47971,electricity,RFCW
47974,electricity,RFCW
47975,electricity,RFCW
47977,electricity,RFCW
47978,electricity,RFCW
47980,electricity,RFCW
47981,electricity,RFCW
47982,electricity,RFCW
47983,electricity,RFCW
47984,electricity,RFCW
47986,electricity,RFCW
47987,electricity,RFCW
47988,electricity,RFCW
47989,electricity,RFCW
47990,electricity,RFCW
47991,electricity,RFCW
47992,electricity,RFCW
47993,electricity,RFCW
47994,electricity,RFCW
47995,electricity,RFCW
47996,electricity,RFCW
47997,electricity,RFCW
48001,electricity,RFCM
48002,electricity,RFCM
48003,electricity,RFCM
48004,electricity,RFCM
48005,electricity,RFCM
48006,electricity,RFCM
48007,electricity,RFCM
48009,electricity,RFCM
48012,electricity,RFCM
48014,electricity,RFCM
48015,electricity,RFCM
48017,electricity,RFCM
48021,electricity,RFCM
48022,electricity,RFCM
48023,electricity,RFCM
48025,electricity,RFCM
48026,electricity,RFCM
48027,electricity,RFCM
48028,electricity,RFCM
48030,electricity,RFCM
48032,electricity,RFCM
48033,electricity,RFCM
48034,electricity,RFCM
48035,electricity,RFCM
48036,electricity,RFCM
48037,electricity,RFCM
48038,electricity,RFCM
48039,electricity,RFCM
48040,electricity,RFCM
48041,electricity,RFCM
48042,electricity,RFCM
48043,electricity,RFCM
48044,electricity,RFCM
48045,electricity,RFCM
48046,electricity,RFCM
48047,electricity,RFCM
48048,electricity,RFCM
48049,electricity,RFCM
48050,electricity,RFCM
48051,electricity,RFCM
48054,electricity,RFCM
48059,electricity,RFCM
48060,electricity,RFCM
48061,electricity,RFCM
48062,electricity,RFCM
48063,electricity,RFCM
48064,electricity,RFCM
48065,electricity,RFCM
48066,electricity,RFCM
48067,electricity,RFCM
48068,electricity,RFCM
48069,electricity,RFCM
48070,electricity,RFCM
48071,electricity,RFCM
48072,electricity,RFCM
48073,electricity,RFCM
48074,electricity,RFCM
48075,electricity,RFCM
48076,electricity,RFCM
48079,electricity,RFCM
48080,electricity,RFCM
48081,electricity,RFCM
48082,electricity,RFCM
48083,electricity,RFCM
48084,electricity,RFCM
48085,electricity,RFCM
48086,electricity,RFCM
48088,electricity,RFCM
48089,electricity,RFCM
48090,electricity,RFCM
48091,electricity,RFCM
48092,electricity,RFCM
48093,electricity,RFCM
48094,electricity,RFCM
48095,electricity,RFCM
48096,electricity,RFCM
48097,electricity,RFCM
48098,electricity,RFCM
48099,electricity,RFCM
48101,electricity,RFCM
48103,electricity,RFCM
48104,electricity,RFCM
48105,electricity,RFCM
48106,electricity,RFCM
48107,electricity,RFCM
48108,electricity,RFCM
48109,electricity,RFCM
48110,electricity,RFCM
48111,electricity,RFCM
48112,electricity,RFCM
48113,electricity,RFCM
48114,electricity,RFCM
48115,electricity,RFCM
48116,electricity,RFCM
48117,electricity,RFCM
48118,electricity,RFCM
48120,electricity,RFCM
48121,electricity,RFCM
48122,electricity,RFCM
48123,electricity,RFCM
48124,electricity,RFCM
48125,electricity,RFCM
48126,electricity,RFCM
48127,electricity,RFCM
48128,electricity,RFCM
48130,electricity,RFCM
48131,electricity,RFCM
48133,electricity,RFCM
48134,electricity,RFCM
48135,electricity,RFCM
48136,electricity,RFCM
48137,electricity,RFCM
48138,electricity,RFCM
48139,electricity,RFCM
48140,electricity,RFCM
48141,electricity,RFCM
48143,electricity,RFCM
48144,electricity,RFCM
48145,electricity,RFCM
48146,electricity,RFCM
48150,electricity,RFCM
48151,electricity,RFCM
48152,electricity,RFCM
48153,electricity,RFCM
48154,electricity,RFCM
48157,electricity,RFCM
48158,electricity,RFCM
48159,electricity,RFCM
48160,electricity,RFCM
48161,electricity,RFCM
48162,electricity,RFCM
48164,electricity,RFCM
48165,electricity,RFCM
48166,electricity,RFCM
48167,electricity,RFCM
48168,electricity,RFCM
48169,electricity,RFCM
48170,electricity,RFCM
48173,electricity,RFCM
48174,electricity,RFCM
48175,electricity,RFCM
48176,electricity,RFCM
48177,electricity,RFCM
48178,electricity,RFCM
48179,electricity,RFCM
48180,electricity,RFCM
48182,electricity,RFCM
48183,electricity,RFCM
48184,electricity,RFCM
48185,electricity,RFCM
48186,electricity,RFCM
48187,electricity,RFCM
48188,electricity,RFCM
48189,electricity,RFCM
48190,electricity,RFCM
48191,electricity,RFCM
48192,electricity,RFCM
48193,electricity,RFCM
48195,electricity,RFCM
48197,electricity,RFCM
48198,electricity,RFCM
48201,electricity,RFCM
48202,electricity,RFCM
48203,electricity,RFCM
48204,electricity,RFCM
48205,electricity,RFCM
48206,electricity,RFCM
48207,electricity,RFCM
48208,electricity,RFCM
48209,electricity,RFCM
48210,electricity,RFCM
48211,electricity,RFCM
48212,electricity,RFCM
48213,electricity,RFCM
48214,electricity,RFCM
48215,electricity,RFCM
48216,electricity,RFCM
48217,electricity,RFCM
48218,electricity,RFCM
48219,electricity,RFCM
48220,electricity,RFCM
48221,electricity,RFCM
48222,electricity,RFCM
48223,electricity,RFCM
48224,electricity,RFCM
48225,electricity,RFCM
48226,electricity,RFCM
48227,electricity,RFCM
48228,electricity,RFCM
48229,electricity,RFCM
48230,electricity,RFCM
48231,electricity,RFCM
48232,electricity,RFCM
48233,electricity,RFCM
48234,electricity,RFCM
48235,electricity,RFCM
48236,electricity,RFCM
48237,electricity,RFCM
48238,electricity,RFCM
48239,electricity,RFCM
48240,electricity,RFCM
48242,electricity,RFCM
48243,electricity,RFCM
48244,electricity,RFCM
48255,electricity,RFCM
48260,electricity,RFCM
48264,electricity,RFCM
48265,electricity,RFCM
48266,electricity,RFCM
48267,electricity,RFCM
48268,electricity,RFCM
48269,electricity,RFCM
48272,electricity,RFCM
48275,electricity,RFCM
48277,electricity,RFCM
48278,electricity,RFCM
48279,electricity,RFCM
48288,electricity,RFCM
48301,electricity,RFCM
48302,electricity,RFCM
48303,electricity,RFCM
48304,electricity,RFCM
48306,electricity,RFCM
48307,electricity,RFCM
48308,electricity,RFCM
48309,electricity,RFCM
48310,electricity,RFCM
48311,electricity,RFCM
48312,electricity,RFCM
48313,electricity,RFCM
48314,electricity,RFCM
48315,electricity,RFCM
48316,electricity,RFCM
48317,electricity,RFCM
48318,electricity,RFCM
48320,electricity,RFCM
48321,electricity,RFCM
48322,electricity,RFCM
48323,electricity,RFCM
48324,electricity,RFCM
48325,electricity,RFCM
48326,electricity,RFCM
48327,electricity,RFCM
48328,electricity,RFCM
48329,electricity,RFCM
48330,electricity,RFCM
48331,electricity,RFCM
48332,electricity,RFCM
48333,electricity,RFCM
48334,electricity,RFCM
48335,electricity,RFCM
48336,electricity,RFCM
48340,electricity,RFCM
48341,electricity,RFCM
48342,electricity,RFCM
48343,electricity,RFCM
48346,electricity,RFCM
48347,electricity,RFCM
48348,electricity,RFCM
48350,electricity,RFCM
48353,electricity,RFCM
48356,electricity,RFCM
48357,electricity,RFCM
48359,electricity,RFCM
48360,electricity,RFCM
48361,electricity,RFCM
48362,electricity,RFCM
48363,electricity,RFCM
48366,electricity,RFCM
48367,electricity,RFCM
48370,electricity,RFCM
48371,electricity,RFCM
48374,electricity,RFCM
48375,electricity,RFCM
48376,electricity,RFCM
48377,electricity,RFCM
48380,electricity,RFCM
48381,electricity,RFCM
48382,electricity,RFCM
48383,electricity,RFCM
48386,electricity,RFCM
48387,electricity,RFCM
48390,electricity,RFCM
48391,electricity,RFCM
48393,electricity,RFCM
48397,electricity,RFCM
48401,electricity,RFCM
48410,electricity,RFCM
48411,electricity,RFCM
48412,electricity,RFCM
48413,electricity,RFCM
48414,electricity,RFCM
48415,electricity,RFCM
48416,electricity,RFCM
48417,electricity,RFCM
48418,electricity,RFCM
48419,electricity,RFCM
48420,electricity,RFCM
48421,electricity,RFCM
48422,electricity,RFCM
48423,electricity,RFCM
48426,electricity,RFCM
48427,electricity,RFCM
48428,electricity,RFCM
48429,electricity,RFCM
48430,electricity,RFCM
48432,electricity,RFCM
48433,electricity,RFCM
48434,electricity,RFCM
48435,electricity,RFCM
48436,electricity,RFCM
48437,electricity,RFCM
48438,electricity,RFCM
48439,electricity,RFCM
48440,electricity,RFCM
48441,electricity,RFCM
48442,electricity,RFCM
48444,electricity,RFCM
48445,electricity,RFCM
48446,electricity,RFCM
48449,electricity,RFCM
48450,electricity,RFCM
48451,electricity,RFCM
48453,electricity,RFCM
48454,electricity,RFCM
48455,electricity,RFCM
48456,electricity,RFCM
48457,electricity,RFCM
48458,electricity,RFCM
48460,electricity,RFCM
48461,electricity,RFCM
48462,electricity,RFCM
48463,electricity,RFCM
48464,electricity,RFCM
48465,electricity,RFCM
48466,electricity,RFCM
48467,electricity,RFCM
48468,electricity,RFCM
48469,electricity,RFCM
48470,electricity,RFCM
48471,electricity,RFCM
48472,electricity,RFCM
48473,electricity,RFCM
48475,electricity,RFCM
48476,electricity,RFCM
48480,electricity,RFCM
48501,electricity,RFCM
48502,electricity,RFCM
48503,electricity,RFCM
48504,electricity,RFCM
48505,electricity,RFCM
48506,electricity,RFCM
48507,electricity,RFCM
48509,electricity,RFCM
48519,electricity,RFCM
48529,electricity,RFCM
48531,electricity,RFCM
48532,electricity,RFCM
48550,electricity,RFCM
48551,electricity,RFCM
48552,electricity,RFCM
48553,electricity,RFCM
48554,electricity,RFCM
48555,electricity,RFCM
48556,electricity,RFCM
48557,electricity,RFCM
48601,electricity,RFCM
48602,electricity,RFCM
48603,electricity,RFCM
48604,electricity,RFCM
48605,electricity,RFCM
48606,electricity,RFCM
48607,electricity,RFCM
48608,electricity,RFCM
48609,electricity,RFCM
48610,electricity,RFCM
48611,electricity,RFCM
48612,electricity,RFCM
48613,electricity,RFCM
48614,electricity,RFCM
48615,electricity,RFCM
48616,electricity,RFCM
48617,electricity,RFCM
48618,electricity,RFCM
48619,electricity,RFCM
48620,electricity,RFCM
48621,electricity,RFCM
48622,electricity,RFCM
48623,electricity,RFCM
48624,electricity,RFCM
48625,electricity,RFCM
48626,electricity,RFCM
48627,electricity,RFCM
48628,electricity,RFCM
48629,electricity,RFCM
48630,electricity,RFCM
48631,electricity,RFCM
48632,electricity,RFCM
48633,electricity,RFCM
48634,electricity,RFCM
48635,electricity,RFCM
48636,electricity,RFCM
48637,electricity,RFCM
48638,electricity,RFCM
48640,electricity,RFCM
48641,electricity,RFCM
48642,electricity,RFCM
48647,electricity,RFCM
48649,electricity,RFCM
48650,electricity,RFCM
48651,electricity,RFCM
48652,electricity,RFCM
48653,electricity,RFCM
48654,electricity,RFCM
48655,electricity,RFCM
48656,electricity,RFCM
48657,electricity,RFCM
48658,electricity,RFCM
48659,electricity,RFCM
48661,electricity,RFCM
48662,electricity,RFCM
48663,electricity,RFCM
48667,electricity,RFCM
48670,electricity,RFCM
48674,electricity,RFCM
48686,electricity,RFCM
48701,electricity,RFCM
48703,electricity,RFCM
48705,electricity,RFCM
48706,electricity,RFCM
48707,electricity,RFCM
48708,electricity,RFCM
48710,electricity,RFCM
48720,electricity,RFCM
48721,electricity,RFCM
48722,electricity,RFCM
48723,electricity,RFCM
48724,electricity,RFCM
48725,electricity,RFCM
48726,electricity,RFCM
48727,electricity,RFCM
48728,electricity,RFCM
48729,electricity,RFCM
48730,electricity,RFCM
48731,electricity,RFCM
48732,electricity,RFCM
48733,electricity,RFCM
48734,electricity,RFCM
48735,electricity,RFCM
48736,electricity,RFCM
48737,electricity,RFCM
48738,electricity,RFCM
48739,electricity,RFCM
48740,electricity,RFCM
48741,electricity,RFCM
48742,electricity,RFCM
48743,electricity,RFCM
48744,electricity,RFCM
48745,electricity,RFCM
48746,electricity,RFCM
48747,electricity,RFCM
48748,electricity,RFCM
48749,electricity,RFCM
48750,electricity,RFCM
48754,electricity,RFCM
48755,electricity,RFCM
48756,electricity,RFCM
48757,electricity,RFCM
48758,electricity,RFCM
48759,electricity,RFCM
48760,electricity,RFCM
48761,electricity,RFCM
48762,electricity,RFCM
48763,electricity,RFCM
48764,electricity,RFCM
48765,electricity,RFCM
48766,electricity,RFCM
48767,electricity,RFCM
48768,electricity,RFCM
48769,electricity,RFCM
48770,electricity,RFCM
48787,electricity,RFCM
48801,electricity,RFCM
48802,electricity,RFCM
48804,electricity,RFCM
48805,electricity,RFCM
48806,electricity,RFCM
48807,electricity,RFCM
48808,electricity,RFCM
48809,electricity,RFCM
48811,electricity,RFCM
48812,electricity,RFCM
48813,electricity,RFCM
48815,electricity,RFCM
48816,electricity,RFCM
48817,electricity,RFCM
48818,electricity,RFCM
48819,electricity,RFCM
48820,electricity,RFCM
48821,electricity,RFCM
48822,electricity,RFCM
48823,electricity,RFCM
48824,electricity,RFCM
48825,electricity,RFCM
48826,electricity,RFCM
48827,electricity,RFCM
48829,electricity,RFCM
48830,electricity,RFCM
48831,electricity,RFCM
48832,electricity,RFCM
48833,electricity,RFCM
48834,electricity,RFCM
48835,electricity,RFCM
48836,electricity,RFCM
48837,electricity,RFCM
48838,electricity,RFCM
48840,electricity,RFCM
48841,electricity,RFCM
48842,electricity,RFCM
48843,electricity,RFCM
48844,electricity,RFCM
48845,electricity,RFCM
48846,electricity,RFCM
48847,electricity,RFCM
48848,electricity,RFCM
48849,electricity,RFCM
48850,electricity,RFCM
48851,electricity,RFCM
48852,electricity,RFCM
48853,electricity,RFCM
48854,electricity,RFCM
48855,electricity,RFCM
48856,electricity,RFCM
48857,electricity,RFCM
48858,electricity,RFCM
48859,electricity,RFCM
48860,electricity,RFCM
48861,electricity,RFCM
48862,electricity,RFCM
48863,electricity,RFCM
48864,electricity,RFCM
48865,electricity,RFCM
48866,electricity,RFCM
48867,electricity,RFCM
48870,electricity,RFCM
48871,electricity,RFCM
48872,electricity,RFCM
48873,electricity,RFCM
48874,electricity,RFCM
48875,electricity,RFCM
48876,electricity,RFCM
48877,electricity,RFCM
48878,electricity,RFCM
48879,electricity,RFCM
48880,electricity,RFCM
48881,electricity,RFCM
48882,electricity,RFCM
48883,electricity,RFCM
48884,electricity,RFCM
48885,electricity,RFCM
48886,electricity,RFCM
48887,electricity,RFCM
48888,electricity,RFCM
48889,electricity,RFCM
48890,electricity,RFCM
48891,electricity,RFCM
48892,electricity,RFCM
48893,electricity,RFCM
48894,electricity,RFCM
48895,electricity,RFCM
48896,electricity,RFCM
48897,electricity,RFCM
48901,electricity,RFCM
48906,electricity,RFCM
48908,electricity,RFCM
48909,electricity,RFCM
48910,electricity,RFCM
48911,electricity,RFCM
48912,electricity,RFCM
48913,electricity,RFCM
48915,electricity,RFCM
48916,electricity,RFCM
48917,electricity,RFCM
48918,electricity,RFCM
48919,electricity,RFCM
48921,electricity,RFCM
48922,electricity,RFCM
48924,electricity,RFCM
48929,electricity,RFCM
48930,electricity,RFCM
48933,electricity,RFCM
48937,electricity,RFCM
48950,electricity,RFCM
48951,electricity,RFCM
48956,electricity,RFCM
48980,electricity,RFCM
49001,electricity,RFCM
49002,electricity,RFCM
49003,electricity,RFCM
49004,electricity,RFCM
49005,electricity,RFCM
49006,electricity,RFCM
49007,electricity,RFCM
49008,electricity,RFCM
49009,electricity,RFCM
49010,electricity,RFCM
49011,electricity,RFCM
49012,electricity,RFCM
49013,electricity,RFCM
49014,electricity,RFCM
49015,electricity,RFCM
49016,electricity,RFCM
49017,electricity,RFCM
49018,electricity,RFCM
49019,electricity,RFCM
49020,electricity,RFCM
49021,electricity,RFCM
49022,electricity,RFCW
49023,electricity,RFCW
49024,electricity,RFCM
49026,electricity,RFCM
49027,electricity,RFCM
49028,electricity,RFCM
49029,electricity,RFCM
49030,electricity,RFCM
49031,electricity,RFCW
49032,electricity,RFCM
49033,electricity,RFCM
49034,electricity,RFCM
49035,electricity,RFCM
49036,electricity,RFCM
49037,electricity,RFCM
49038,electricity,RFCM
49039,electricity,RFCW
49040,electricity,RFCM
49041,electricity,RFCM
49042,electricity,RFCM
49043,electricity,RFCM
49045,electricity,RFCM
49046,electricity,RFCM
49047,electricity,RFCM
49048,electricity,RFCM
49050,electricity,RFCM
49051,electricity,RFCM
49052,electricity,RFCM
49053,electricity,RFCM
49055,electricity,RFCM
49056,electricity,RFCM
49057,electricity,RFCM
49058,electricity,RFCM
49060,electricity,RFCM
49061,electricity,RFCW
49062,electricity,RFCM
49063,electricity,RFCM
49064,electricity,RFCM
49065,electricity,RFCM
49066,electricity,RFCM
49067,electricity,RFCW
49068,electricity,RFCM
49069,electricity,RFCM
49070,electricity,RFCM
49071,electricity,RFCM
49072,electricity,RFCM
49073,electricity,RFCM
49074,electricity,RFCM
49075,electricity,RFCM
49076,electricity,RFCM
49077,electricity,RFCM
49078,electricity,RFCM
49079,electricity,RFCM
49080,electricity,RFCM
49081,electricity,RFCM
49082,electricity,RFCM
49083,electricity,RFCM
49084,electricity,RFCW
49085,electricity,RFCW
49087,electricity,RFCM
49088,electricity,RFCM
49089,electricity,RFCM
49090,electricity,RFCW
49091,electricity,RFCW
49092,electricity,RFCM
49093,electricity,RFCM
49094,electricity,RFCM
49095,electricity,RFCW
49096,electricity,RFCM
49097,electricity,RFCM
49098,electricity,RFCW
49099,electricity,RFCM
49101,electricity,RFCW
49102,electricity,RFCW
49103,electricity,RFCW
49104,electricity,RFCW
49106,electricity,RFCW
49107,electricity,RFCW
49111,electricity,RFCW
49112,electricity,RFCW
49113,electricity,RFCW
49115,electricity,RFCW
49116,electricity,RFCW
49117,electricity,RFCW
49119,electricity,RFCW
49120,electricity,RFCW
49121,electricity,RFCW
49125,electricity,RFCW
49126,electricity,RFCW
49127,electricity,RFCW
49128,electricity,RFCW
49129,electricity,RFCW
49130,electricity,RFCW
49201,electricity,RFCM
49202,electricity,RFCM
49203,electricity,RFCM
49204,electricity,RFCM
49220,electricity,RFCM
49221,electricity,RFCM
49224,electricity,RFCM
49227,electricity,RFCM
49228,electricity,RFCM
49229,electricity,RFCM
49230,electricity,RFCM
49232,electricity,RFCM
49233,electricity,RFCM
49234,electricity,RFCM
49235,electricity,RFCM
49236,electricity,RFCM
49237,electricity,RFCM
49238,electricity,RFCM
49239,electricity,RFCM
49240,electricity,RFCM
49241,electricity,RFCM
49242,electricity,RFCM
49245,electricity,RFCM
49246,electricity,RFCM
49247,electricity,RFCM
49248,electricity,RFCM
49249,electricity,RFCM
49250,electricity,RFCM
49251,electricity,RFCM
49252,electricity,RFCM
49253,electricity,RFCM
49254,electricity,RFCM
49255,electricity,RFCM
49256,electricity,RFCM
49257,electricity,RFCM
49258,electricity,RFCM
49259,electricity,RFCM
49261,electricity,RFCM
49262,electricity,RFCM
49263,electricity,RFCM
49264,electricity,RFCM
49265,electricity,RFCM
49266,electricity,RFCM
49267,electricity,RFCM
49268,electricity,RFCM
49269,electricity,RFCM
49270,electricity,RFCM
49271,electricity,RFCM
49272,electricity,RFCM
49274,electricity,RFCM
49276,electricity,RFCM
49277,electricity,RFCM
49279,electricity,RFCM
49281,electricity,RFCM
49282,electricity,RFCM
49283,electricity,RFCM
49284,electricity,RFCM
49285,electricity,RFCM
49286,electricity,RFCM
49287,electricity,RFCM
49288,electricity,RFCM
49289,electricity,RFCM
49301,electricity,RFCM
49302,electricity,RFCM
49303,electricity,RFCM
49304,electricity,RFCM
49305,electricity,RFCM
49306,electricity,RFCM
49307,electricity,RFCM
49309,electricity,RFCM
49310,electricity,RFCM
49311,electricity,RFCM
49312,electricity,RFCM
49314,electricity,RFCM
49315,electricity,RFCM
49316,electricity,RFCM
49317,electricity,RFCM
49318,electricity,RFCM
49319,electricity,RFCM
49320,electricity,RFCM
49321,electricity,RFCM
49322,electricity,RFCM
49323,electricity,RFCM
49325,electricity,RFCM
49326,electricity,RFCM
49327,electricity,RFCM
49328,electricity,RFCM
49329,electricity,RFCM
49330,electricity,RFCM
49331,electricity,RFCM
49332,electricity,RFCM
49333,electricity,RFCM
49335,electricity,RFCM
49336,electricity,RFCM
49337,electricity,RFCM
49338,electricity,RFCM
49339,electricity,RFCM
49340,electricity,RFCM
49341,electricity,RFCM
49342,electricity,RFCM
49343,electricity,RFCM
49344,electricity,RFCM
49345,electricity,RFCM
49346,electricity,RFCM
49347,electricity,RFCM
49348,electricity,RFCM
49349,electricity,RFCM
49351,electricity,RFCM
49355,electricity,RFCM
49356,electricity,RFCM
49357,electricity,RFCM
49401,electricity,RFCM
49402,electricity,RFCM
49403,electricity,RFCM
49404,electricity,RFCM
49405,electricity,RFCM
49406,electricity,RFCM
49408,electricity,RFCM
49409,electricity,RFCM
49410,electricity,RFCM
49411,electricity,RFCM
49412,electricity,RFCM
49413,electricity,RFCM
49415,electricity,RFCM
49416,electricity,RFCM
49417,electricity,RFCM
49418,electricity,RFCM
49419,electricity,RFCM
49420,electricity,RFCM
